user_id,session_id,country_of_residence,has_biometrics,phone_number_country_code,reason_to_use_app,occupation,kyc_state,gender,document_issuing_country,locale,screening_state,is_adverse_media_minor,is_pep,id,reference_transaction_id,state,type,amount,currency,direction,completed_at,created_at,random_for_probability,random_for_prediction,naive_bias_probability,naive_bias_prediction,cal_naive_bias_probability,cal_naive_bias_prediction,Suspention_Score
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,dfff1082-851e-4262-9fb4-0445f30f2952,289e2873-e5e6-42a0-afb2-1a9b984d78cb,PENDING,CARDS,20.91,EUR,OUT,,2024-08-30 18:06:09.046767 UTC,0.20219902916677107,0,0.00026534572846185383,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,cd764704-e658-467c-ac55-f950726a988c,cec85fcf-45cc-4f6a-9304-79e06bed792b,PENDING,CARDS,1.05,EUR,OUT,,2024-08-31 10:36:50.980954 UTC,0.18797259875013894,0,0.00026367403610102325,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,dfff1082-851e-4262-9fb4-0445f30f2952,289e2873-e5e6-42a0-afb2-1a9b984d78cb,COMPLETED,CARDS,20.91,EUR,OUT,2024-08-31 06:27:10.731365 UTC,2024-08-30 18:06:09.046767 UTC,0.16589153397996553,0,0.0014116854954988852,0,0.1537672776714068,0,0.12
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,34e115c0-5d96-459e-aa41-d61021f827f1,947e1fd8-4d0e-400b-92e8-76a4a3b5bc96,FAILED,CARD_TOP_UP,50.0,EUR,IN,2024-08-31 14:38:14.066056 UTC,2024-08-31 14:37:48.901454 UTC,0.2124340115879966,0,0.021189604487400787,0,0.1537672776714068,0,0.14
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,dafade6d-98ba-4032-a41d-3647863fd0e0,dc1f18d5-54cf-4748-a829-aa0fc49a607b,COMPLETED,BANK_TRANSFER,15.0,EUR,OUT,2024-08-30 18:12:13.991394 UTC,2024-08-30 18:12:03.160659 UTC,0.34686122104888395,0,0.06059031537453496,0,0.1537672776714068,0,0.21
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,c10d29eb-c343-4067-a511-3a43f4de6cf7,3a55b25d-b884-442f-b0c6-2ffb65dbc6d9,COMPLETED,BANK_TRANSFER,20.0,EUR,OUT,2024-08-30 13:14:48.951748 UTC,2024-08-30 13:14:39.684114 UTC,0.3390879416966572,0,0.06067954802404723,0,0.1537672776714068,0,0.21
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,81885213-45b8-4a4b-8570-a0f5c9f64104,f2ff48be-6218-4cb6-9c05-2e14912c8b03,PENDING,CARDS,19.63,EUR,OUT,,2024-08-31 12:18:33.654195 UTC,0.21812976509750698,0,0.0002652393207162509,0,0.1537672776714068,0,0.14
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,4a70ce5b-9913-4ebc-be27-6ef9e66a9994,cb386326-09ec-47d7-8e8d-46b07ce312b1,COMPLETED,CARDS,9.5,EUR,OUT,2024-09-11 06:26:52.160345 UTC,2024-09-09 13:17:40.407138 UTC,0.17649769054437983,0,0.0014066248789852303,0,0.1537672776714068,0,0.12
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,38e3b204-3f47-4945-9012-9e8ab3390572,8d0be6d7-9d8c-476e-8040-76194f795f59,COMPLETED,BANK_TRANSFER,10.0,EUR,IN,2024-09-11 08:11:10.69955 UTC,2024-09-11 08:11:03.572365 UTC,0.29971295816941557,0,0.43909783281165304,0,0.1537672776714068,0,0.29
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,7dfdbfaf-bb06-4d52-be94-f0376f7b444d,51a03257-0fc3-4810-8614-d1ed474980a3,COMPLETED,CARDS,6.2,EUR,OUT,2024-09-12 06:44:40.543722 UTC,2024-09-11 16:44:15.262757 UTC,0.17690114875763632,0,0.0014051395672842043,0,0.1537672776714068,0,0.12
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,94c1a135-6723-4496-8139-eff77c03c3e8,8bd0db21-2709-4efb-bf53-2a72dc583785,PENDING,CARDS,9.93,EUR,OUT,,2024-08-24 10:10:51.551907 UTC,0.18331441378215574,0,0.00026442964313377253,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,f3e5f9c7-ad8b-48f4-8700-7e654b8db94e,413c1255-9212-40de-aeeb-15084cfd4123,PENDING,CARDS,4.75,EUR,OUT,,2024-08-24 16:10:27.587824 UTC,0.1827919460694863,0,0.0002639905119873322,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,1e1c4023-a960-4a80-b609-db20d8f48531,6f30a3e1-dcf3-44aa-9bbf-24153c2737de,PENDING,CARDS,21.99,EUR,OUT,,2024-08-24 14:11:33.208149 UTC,0.20219902916677107,0,0.0002654348985870507,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,8891d8e3-ba93-437f-9d6f-c492d833c0c6,6fbf883a-c833-4efa-b382-0c25f086fed0,COMPLETED,BANK_TRANSFER,10.0,EUR,IN,2024-08-24 08:52:00.153675 UTC,2024-08-24 08:51:49.536972 UTC,0.29971295816941557,0,0.43909783281165304,0,0.1537672776714068,0,0.29
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,51e2c5e2-32d2-4531-85dc-38377e53ee2d,e8f8e8c8-054b-417a-8c9e-b651f3943efa,COMPLETED,BANK_TRANSFER,1.0,EUR,OUT,2024-08-25 01:15:41.540368 UTC,2024-08-25 01:15:32.793438 UTC,0.3529081185957815,0,0.06033538270555395,0,0.1537672776714068,0,0.21
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,ecfbada1-aab9-46f8-b3e7-4969c0e3362b,0fb10f5d-059e-4685-825d-e23208a8dcd5,COMPLETED,BANK_TRANSFER,1.95,EUR,IN,2024-08-24 15:18:12.110239 UTC,2024-08-24 15:18:01.656864 UTC,0.3254344588909163,0,0.4384597440320195,0,0.1537672776714068,0,0.3
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,3d0cd666-e06f-48f2-8fb4-d91465872d4a,3b86f885-2b8b-4ee9-beeb-656fb9be01bd,COMPLETED,BANK_TRANSFER,1.0,EUR,OUT,2024-08-24 15:17:17.18236 UTC,2024-08-24 15:17:05.585264 UTC,0.3529081185957815,0,0.06033538270555395,0,0.1537672776714068,0,0.21
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,60ff246f-29b0-4d35-9631-9b96a4c37766,d2c6f27f-5d73-4a6b-8680-b148c2b0e019,COMPLETED,BANK_TRANSFER,25.0,EUR,IN,2024-08-24 13:05:39.964487 UTC,2024-08-24 13:05:32.315757 UTC,0.3184093241815711,0,0.44025637748277746,0,0.1537672776714068,0,0.3
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,7dfdbfaf-bb06-4d52-be94-f0376f7b444d,51a03257-0fc3-4810-8614-d1ed474980a3,PENDING,CARDS,6.2,EUR,OUT,,2024-09-11 16:44:15.262757 UTC,0.1837178719954122,0,0.00026411392522295306,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,4fcd7081-db29-4bf1-bfd1-15ec74128c43,53805825-ddf6-45ab-8cee-5af35e39f103,DECLINED,CARDS,26.21,EUR,OUT,2024-09-17 15:43:03.995299 UTC,2024-09-17 15:43:03.995299 UTC,0.15476701563543668,0,5.970977352149193e-06,0,0.1537672776714068,0,0.11
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,0ef91ca0-cced-49c0-8c28-e4cd4053cb32,2f5aa3dc-e112-40b0-8b45-d93778a2ee0f,DECLINED,CARDS,26.21,EUR,OUT,2024-09-17 15:43:02.777731 UTC,2024-09-17 15:43:02.777731 UTC,0.15476701563543668,0,5.970977352149193e-06,0,0.1537672776714068,0,0.11
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,17e99013-9922-430b-b6c5-b757946eff2d,5f000848-b7da-43b6-a20b-ec97d7946d71,DECLINED,CARDS,26.21,EUR,OUT,2024-09-17 15:43:02.465698 UTC,2024-09-17 15:43:02.465698 UTC,0.15476701563543668,0,5.970977352149193e-06,0,0.1537672776714068,0,0.11
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,c25a0edd-bf8d-4cc3-930c-78532f8cdb62,fe718cfc-5f21-4af7-8055-c1dbf5e4b583,COMPLETED,BANK_TRANSFER,116.0,EUR,OUT,2024-08-29 11:30:44.824066 UTC,2024-08-29 11:30:35.95559 UTC,0.33708923073020436,0,0.062213649997515656,0,0.1537672776714068,0,0.21
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,582f8acf-2a74-4d24-bfd1-72debb7b08ee,26f9771e-8228-4fd1-ad4d-9884fb3e104c,COMPLETED,BANK_TRANSFER,232.47,EUR,IN,2024-08-29 05:41:34.13762 UTC,2024-08-29 05:40:51.714995 UTC,0.30840672821123327,0,0.4522195190901787,0,0.1537672776714068,0,0.3
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,5f985522-0464-4c17-8697-00b40c2febf9,9da829d9-ddae-4c31-b95c-5c3e21ac4b17,COMPLETED,BANK_TRANSFER,25.0,EUR,IN,2024-08-29 20:41:27.091277 UTC,2024-08-29 20:41:18.219436 UTC,0.3184093241815711,0,0.44025637748277746,0,0.1537672776714068,0,0.3
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,ba9517ec-1cb9-4b4b-841d-48607e51a0de,b6dfa6e2-159f-4615-9de1-b2d38721feb7,COMPLETED,BANK_TRANSFER,25.0,EUR,OUT,2024-08-29 19:26:01.957373 UTC,2024-08-29 19:25:48.497831 UTC,0.34401597662469213,0,0.06076787554830091,0,0.1537672776714068,0,0.21
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,e4a69bd6-da3e-4e08-a174-a137cf5d4f5b,75b7315e-c427-45ca-881f-11f229b2bc15,PENDING,CARDS,68.49,EUR,OUT,,2024-09-09 21:19:42.895157 UTC,0.2095071225071225,0,0.0002690827624025559,0,0.1537672776714068,0,0.14
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,e4a69bd6-da3e-4e08-a174-a137cf5d4f5b,75b7315e-c427-45ca-881f-11f229b2bc15,COMPLETED,CARDS,68.49,EUR,OUT,2024-09-10 06:41:17.703005 UTC,2024-09-09 21:19:42.895157 UTC,0.19318289118289117,0,0.0014315440491163795,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,74fadfc7-bd6f-4dc4-ab95-12992f1e1d3e,2d068e4a-a14e-47e6-8f15-d2b877f50ef7,COMPLETED,BANK_TRANSFER,200.0,EUR,IN,2024-09-09 21:01:16.348305 UTC,2024-09-09 21:01:04.983589 UTC,0.30174006154456656,0,0.4508478550686948,0,0.1537672776714068,0,0.29
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,96fc4987-be7e-48e0-ba36-bd707b20865d,db9a85f8-d1e8-4fbe-a123-9b53c37a5954,PENDING,CARDS,2.5,EUR,OUT,,2024-09-12 20:48:17.810348 UTC,0.18785604863358885,0,0.00026379832350777437,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,b9e8653d-f808-472e-b1ba-bda278b1fb56,6807b335-1270-4e66-a4b7-f86929c0806b,DECLINED,CARDS,10.0,EUR,OUT,2024-09-13 15:17:30.316025 UTC,2024-09-13 15:17:30.316025 UTC,0.1615632176099069,0,5.940766662258655e-06,0,0.1537672776714068,0,0.12
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,59b83ce8-c080-4b3a-945a-5e82f6925411,a0dfc784-3adc-4fe3-9236-f54500a26583,DECLINED,CARDS,100.0,EUR,OUT,2024-09-13 15:03:58.26132 UTC,2024-09-13 15:03:58.26132 UTC,0.18443136493136492,0,6.095931645364432e-06,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,d6385ce0-b8e2-4f10-838f-552b7acdac1e,94ee88fe-6a57-4683-9310-f17231e5b205,DECLINED,CARDS,20.0,EUR,OUT,2024-09-13 15:03:28.726195 UTC,2024-09-13 15:03:28.726195 UTC,0.1685267803629433,0,5.959533373861745e-06,0,0.1537672776714068,0,0.12
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,96fc4987-be7e-48e0-ba36-bd707b20865d,db9a85f8-d1e8-4fbe-a123-9b53c37a5954,COMPLETED,CARDS,2.5,EUR,OUT,2024-09-13 06:38:01.61228 UTC,2024-09-12 20:48:17.810348 UTC,0.18264188949837706,0,0.0014034624163227515,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,71816091-bc51-4971-a977-27f4de292d9a,4716ac73-2e92-4313-8486-b2625029db02,PENDING,CARDS,21.3,EUR,OUT,,2024-09-05 14:23:41.932822 UTC,0.20219902916677107,0,0.00026537830512170794,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,072dc0ca-a522-4516-8b0a-db92f9b2cd69,bf4a4343-93fe-4d90-829f-499288002f62,PENDING,CARDS,12.79,EUR,OUT,,2024-09-04 20:29:21.89143 UTC,0.18331441378215574,0,0.00026467006609529563,0,0.1537672776714068,0,0.13
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,072dc0ca-a522-4516-8b0a-db92f9b2cd69,bf4a4343-93fe-4d90-829f-499288002f62,COMPLETED,CARDS,12.79,EUR,OUT,2024-09-05 06:30:46.700284 UTC,2024-09-04 20:29:21.89143 UTC,0.16983102387771315,0,0.0014080949653071271,0,0.1537672776714068,0,0.12
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,dc0c3226-b33a-4374-a733-2fbb90266ad2,b5fe93b2-87c3-48a0-8085-d32dad9af2e8,COMPLETED,BANK_TRANSFER,30.0,EUR,IN,2024-09-04 17:20:56.96641 UTC,2024-09-04 17:20:46.682389 UTC,0.3243102691147741,0,0.44063488914067483,0,0.1537672776714068,0,0.3
e409d12e-2b1e-44af-a08d-510d2fb016b2,835d0560-4767-4f01-8a8e-109780286976,FR,True,33,DAILY_PAYMENT_SERVICES,SERVICE_AND_SALES,COMPLETED,M,IT,fr_BR,TO_SOFT_REVIEW,False,False,5ce5907b-7dd9-49e1-a778-231fbe75af52,bffe0f26-b53e-449d-965d-091fc6077721,COMPLETED,BANK_TRANSFER,79.0,EUR,IN,2024-09-05 08:20:22.574859 UTC,2024-09-05 08:20:16.887906 UTC,0.3113810871855922,0,0.4441045491976881,0,0.1537672776714068,0,0.29
