id,reference_transaction_id,user_id,state,type,category_id,amount,currency,direction,completed_at,created_at
fac4986b-a385-466d-872f-ab191efd389b,4f99704f-a065-47d6-b0be-4b4297abfe63,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,PENDING,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,24.49,EUR,OUT,,2024-08-26 07:12:15.874965 UTC
42bfb4de-8d35-48d1-a508-462108d44df0,8e2f88e5-733c-4d7c-8a31-085db4d59882,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,PENDING,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,7.99,EUR,OUT,,2024-08-26 07:25:40.271171 UTC
d7bcd35c-d91f-4701-8157-33dd4198151c,a1703303-6237-43a8-ace6-df6ad1a60a9e,d43eb4ce-1533-426f-852c-df0f43958922,PENDING,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,97.95,EUR,OUT,,2024-08-25 14:10:17.610414 UTC
239dce85-965b-463e-b13c-9291c1e63e03,166c1c79-9693-445d-ba8a-fa03f099c4c2,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,DECLINED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,25,EUR,OUT,2024-08-25 08:32:33.428357 UTC,2024-08-25 08:32:33.428357 UTC
c6f5c82c-896a-4101-84d1-470157261c6c,ee14468a-914b-4745-a261-0930c2e58ccd,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,DECLINED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,10,EUR,OUT,2024-08-25 19:32:24.467178 UTC,2024-08-25 19:32:24.467178 UTC
aed7beb0-564f-4a70-8884-8f570fe7d2a7,062e21b2-ad2f-4c13-b3ac-475da88ea84a,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,DECLINED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,10,EUR,OUT,2024-08-25 19:32:04.902274 UTC,2024-08-25 19:32:04.902274 UTC
10d4eaee-5849-4a56-840f-0119f8a27a09,94c60aad-9970-469b-b110-06a7179e4d88,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,DECLINED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,10,EUR,OUT,2024-08-25 19:39:18.448164 UTC,2024-08-25 19:39:18.448164 UTC
9b2d4bb7-c975-4883-8d0c-26f873912eb9,6e4d6d8e-3e5e-4be3-a158-91eb91e59f6b,ab1ed866-664d-4077-9ab1-68c32ce34eee,DECLINED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,1000,EUR,OUT,2024-08-26 12:19:38.759135 UTC,2024-08-26 12:19:38.759135 UTC
a88cc10e-8011-4da7-b907-058e3cf9fc56,6b6a9136-bd42-4aea-aa9b-afc08b869927,ab1ed866-664d-4077-9ab1-68c32ce34eee,REVERSED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,1000,EUR,OUT,2024-08-26 12:16:34.079251 UTC,2024-08-26 12:15:18.535403 UTC
b552e4e9-eb47-4c5b-a9c7-d78b3f03e024,d4b4c701-32f2-4c1e-a3a4-cd7626df8931,bc5acc32-c81a-4649-bdad-46e48f8c23ef,COMPLETED,CARDS,06bee557-499a-4d75-bc66-155ea0489a19,150.15,EUR,OUT,2024-08-25 06:17:15.778736 UTC,2024-08-24 09:50:33.736455 UTC
b5c1a477-a784-4ab1-9af1-a055adb20a54,25dc15f1-41de-4101-8a6e-26d0a4940b86,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,61ca224f-774d-450c-899a-147bcc1ddb33,10,EUR,OUT,2024-08-26 06:36:25.792847 UTC,2024-08-25 14:40:47.603417 UTC
144292c1-3e4b-45dd-835d-ec46f049260a,ef368321-9172-4d2d-87b8-db2527cf6201,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,CARDS,7090ce4d-fbd4-4a5f-93aa-32265cb49971,20,EUR,OUT,2024-08-26 06:48:01.678205 UTC,2024-08-24 09:03:42.261068 UTC
6d47678e-9a31-4445-b6b6-77c7fc606bac,456d0e72-def4-4a1a-9ae8-e20288ab035b,bc5acc32-c81a-4649-bdad-46e48f8c23ef,COMPLETED,CARDS,70e184fc-471d-44a6-a7d3-5ca7fb89260a,36.3,EUR,OUT,2024-08-26 06:32:03.583364 UTC,2024-08-24 17:38:32.247301 UTC
b473eacd-3414-423b-a80a-21f72cdf0915,12e1c144-9d3e-4f2a-b7b4-be692aa2f48e,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,70e184fc-471d-44a6-a7d3-5ca7fb89260a,240,EUR,OUT,2024-08-26 06:49:02.022248 UTC,2024-08-24 21:22:54.334409 UTC
2f349fdd-e22f-43b0-a28f-08e7e1b3d8b2,56aafa31-209b-4cc4-afd9-43f20c2f9814,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,900,EUR,OUT,2024-08-26 09:24:10.779853 UTC,2024-08-26 09:08:10.130901 UTC
4652f777-cd5e-42d1-9c2c-d77fc3138f94,ccc65c16-29a3-4e01-a3d3-e3e5c0f5a94d,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,74724282-f4b2-4629-94b6-fcd7880ce7fe,16.45,EUR,OUT,2024-08-26 10:22:35.405588 UTC,2024-08-25 14:23:13.301453 UTC
5d53c96b-f833-423d-9c80-88b8706848a6,833e0855-c96c-4439-82cf-175aa9f2f961,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,CARDS,8c6dc9fc-af02-4754-a312-25d7d05c091b,10,EUR,OUT,2024-08-26 06:32:33.617787 UTC,2024-08-24 10:32:54.405424 UTC
a3fd5889-0c45-4039-a1ad-c4d5364c82e6,a478bff6-15f9-43f2-a2f5-0ff254c3c7b7,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,8c6dc9fc-af02-4754-a312-25d7d05c091b,15.9,EUR,OUT,2024-08-26 06:49:33.061719 UTC,2024-08-25 15:26:30.346799 UTC
b1fc4262-f751-4dcc-9453-f26373027803,8909680b-13ca-49da-8b3e-eaefbd4b395c,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,b2ad0633-7bc7-40b9-8128-c483bf6f0c5b,50,EUR,OUT,2024-08-26 06:36:14.424667 UTC,2024-08-25 13:30:08.754032 UTC
2b0549bb-b978-4e90-95fe-4fd9691f85c8,b220a57e-a0ae-4c05-a62b-ce832ef5f0cf,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,COMPLETED,CARDS,b2ad0633-7bc7-40b9-8128-c483bf6f0c5b,0,EUR,OUT,2024-08-26 08:08:24.505413 UTC,2024-08-26 08:08:24.505413 UTC
62cb25ce-520c-447b-8124-99b9344ff09c,778dd999-d47c-4d63-a34a-e91f61c49203,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,COMPLETED,PROCESSING_FEE,b818b29c-cd13-4352-863d-f930de135c65,14.99,EUR,OUT,2024-08-25 09:00:45.25355 UTC,2024-08-23 23:00:02.578186 UTC
1e8191f2-bd59-480b-8628-1339da243066,42d2b475-107a-4a08-ad2d-cfda78f96a8f,ab1ed866-664d-4077-9ab1-68c32ce34eee,COMPLETED,PROCESSING_FEE,b818b29c-cd13-4352-863d-f930de135c65,14.99,EUR,OUT,2024-08-26 12:00:46.031935 UTC,2024-08-04 14:04:10.827501 UTC
b0e22f34-ca41-4e3c-a402-ba006f2caa43,05751132-d467-4a11-b559-f8660123370c,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,CARDS,b818b29c-cd13-4352-863d-f930de135c65,15,EUR,OUT,2024-08-26 06:24:15.682924 UTC,2024-08-25 20:09:04.465918 UTC
6644c0f8-3dd8-4b30-b8e6-d2f2267ff8ba,4b767d3f-1209-4e37-9dbc-70f747cf59fd,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,CARDS,b818b29c-cd13-4352-863d-f930de135c65,15,EUR,OUT,2024-08-26 06:24:06.865091 UTC,2024-08-25 13:51:27.886865 UTC
5ff59604-3426-41b2-ab0a-bfe8b9da488d,d2500658-d5de-4415-8f51-0bc3ff484416,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,CARDS,b818b29c-cd13-4352-863d-f930de135c65,15,EUR,OUT,2024-08-26 06:24:12.167187 UTC,2024-08-25 16:14:45.459794 UTC
0bec0560-08e6-48e0-8773-c2400caf8486,c3ad213c-f857-49da-b774-a25112b647ba,bc5acc32-c81a-4649-bdad-46e48f8c23ef,COMPLETED,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,17.9,EUR,OUT,2024-08-25 06:22:40.262185 UTC,2024-08-24 06:32:01.946156 UTC
fb27eba7-c426-4142-a8aa-b81402f51b0c,e7539880-9cda-457a-be3d-bdd8cbdcd9f7,bc5acc32-c81a-4649-bdad-46e48f8c23ef,COMPLETED,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,2.76,EUR,OUT,2024-08-25 06:17:00.292362 UTC,2024-08-24 10:29:23.130564 UTC
0aac0e8a-1379-42b3-bbeb-206cb0ee8289,44ee2fc4-915a-4edc-825a-b16ab8b2e74d,bc5acc32-c81a-4649-bdad-46e48f8c23ef,COMPLETED,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,12.85,EUR,OUT,2024-08-25 06:22:40.029556 UTC,2024-08-24 06:12:30.943397 UTC
c38e1a22-ecbc-4770-8c71-a0815704ef63,d2a6917e-24a4-4358-9325-ab72a271194b,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,15,EUR,OUT,2024-08-25 06:16:13.240761 UTC,2024-08-24 15:17:57.020661 UTC
3e5bc0a5-7dd7-4464-98ac-1e6b781b8050,f4c79adf-110b-4f16-863b-4c930d013881,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,26,EUR,OUT,2024-08-26 06:32:37.892706 UTC,2024-08-24 14:03:32.556253 UTC
ad509b67-78f4-4795-a5ab-7d04db21f303,54ba4178-cef0-4da4-86a6-ff27b04a0c7b,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,100,EUR,IN,2024-08-25 09:23:37.550973 UTC,2024-08-25 09:23:29.342365 UTC
413ed8cf-89f0-4134-9f84-e4d31558914f,cc50188a-99cd-4f40-a2e2-550fd3d328b9,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,50,EUR,IN,2024-08-25 08:28:53.841147 UTC,2024-08-25 08:28:43.435367 UTC
8e8e5250-d844-41bc-9b05-89423af6912b,646216b0-91a1-43ad-9900-b8eb8795bb0f,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,30,EUR,IN,2024-08-25 08:18:44.474395 UTC,2024-08-25 08:18:36.13992 UTC
855a28ba-8de8-45d6-825e-4b8a68fa8974,1ef78310-688e-42cd-913a-98cfdddbe7f8,f4e8220f-2935-4703-9fbd-4fd7ecbffecb,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,3000,EUR,IN,2024-08-26 05:41:51.118606 UTC,2024-08-26 05:40:50.464036 UTC
647874d0-b3e2-487e-b57f-c0daaf5a8dd4,9bd35316-f2e7-4e90-8464-3f90e626e48b,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,195,EUR,IN,2024-08-26 00:40:37.035074 UTC,2024-08-26 00:40:36.024021 UTC
0c34f7da-e6e2-43ec-ae32-c0a6dd54cf97,aa3f3aa5-a0ed-4f28-80b2-b813708a85ee,ab1ed866-664d-4077-9ab1-68c32ce34eee,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,1500,EUR,IN,2024-08-26 11:21:01.368213 UTC,2024-08-26 11:20:50.995426 UTC
d8019cb7-5e69-4ea9-a571-9047a5b693c0,6c9f57c1-0d83-4bed-9a35-10ed4a669fe2,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,12,EUR,OUT,2024-08-26 09:37:08.231076 UTC,2024-08-26 09:36:58.050331 UTC
c3a2ba0e-f874-43ff-bc37-2bc8f35806aa,4080fe67-3f9e-4734-91ae-46b7d304725b,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,592,EUR,IN,2024-08-26 09:06:26.381963 UTC,2024-08-26 09:06:18.977763 UTC
5559af1f-7e15-43d5-9c23-c4adb26c6732,417ec62d-15f0-4630-97ca-a05976e02d44,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,500,EUR,IN,2024-08-26 09:03:05.459119 UTC,2024-08-26 09:02:56.105066 UTC
9b747f67-7fb0-4ff6-86b4-710a105aa8f9,d4e99038-0127-4ba4-a5ae-2c05ebc1253b,f4e8220f-2935-4703-9fbd-4fd7ecbffecb,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,1500,EUR,OUT,2024-08-26 09:20:17.940522 UTC,2024-08-26 09:20:09.24456 UTC
be36696b-bd94-4fb4-bc83-fbf5eec1682d,28a2f186-ec5e-4cb2-9748-15b62a8f5e98,f4e8220f-2935-4703-9fbd-4fd7ecbffecb,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,1500,EUR,OUT,2024-08-26 09:23:05.895504 UTC,2024-08-26 09:22:57.776129 UTC
c81d6c17-63a5-481b-a797-0981402b295f,dbc1c1f4-41d2-4b87-bf0e-e58e659b25f4,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,150,EUR,OUT,2024-08-26 09:09:53.847135 UTC,2024-08-26 09:09:42.441222 UTC
e3da7cd1-678e-40e8-9feb-4fed8a9bf585,82b5c8f6-d62d-4354-b81c-499dc08e6df6,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,COMPLETED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,148,EUR,OUT,2024-08-26 07:41:05.774867 UTC,2024-08-26 07:40:53.338972 UTC
6ddb17c2-1479-4a23-9d17-bbc16c255c1c,30bbb310-7339-42be-86d3-abeac211492c,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,20,EUR,OUT,2024-08-25 06:19:31.371201 UTC,2024-08-24 15:57:10.392158 UTC
fab7726b-e1ff-4b3d-8614-4b2bb6d57001,50df9f59-b50e-452d-9bc1-2e1ac959f6a8,eba5ca61-6d5d-4252-9b6f-2a6dd263e795,COMPLETED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,34,EUR,OUT,2024-08-26 06:33:13.862122 UTC,2024-08-25 08:30:07.850318 UTC
d7bcd35c-d91f-4701-8157-33dd4198151c,a1703303-6237-43a8-ace6-df6ad1a60a9e,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,97.95,EUR,OUT,2024-08-26 06:41:05.437538 UTC,2024-08-25 14:10:17.610414 UTC
501fc6c2-49a6-452b-afcc-20040c2c2da6,6e1f056c-bcf0-4f56-92cd-82676061d163,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,COMPLETED,CARDS,f8aaa857-9086-463e-b531-9aaca3a93745,0,EUR,OUT,2024-08-26 07:11:34.383949 UTC,2024-08-26 07:11:34.383949 UTC
4b5f391b-5f05-42be-ac0f-c670d1b24198,d469fd20-f0ae-4d99-ada3-acf32d46292d,a3f8db65-38c1-48e2-8810-32179285c3f2,PENDING,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,345.01,EUR,OUT,,2024-08-27 16:35:47.532851 UTC
7d56bcd0-7995-49cb-a783-fff17addc023,88b75c53-d88c-4c18-9688-0e4eef37b7f7,d43eb4ce-1533-426f-852c-df0f43958922,PENDING,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,600,EUR,OUT,,2024-08-27 14:53:17.365545 UTC
b1afc5fb-fca0-4967-b00d-37d3f1929e13,3b8759ed-04da-46f9-86f3-f80ebe23f016,e1566ec7-8747-4bcd-aa55-3b8d9cdfb94d,CANCELLED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,2000,EUR,OUT,2024-08-26 16:56:34.468194 UTC,2024-08-24 07:19:13.055418 UTC
4b5f391b-5f05-42be-ac0f-c670d1b24198,d469fd20-f0ae-4d99-ada3-acf32d46292d,a3f8db65-38c1-48e2-8810-32179285c3f2,COMPLETED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,345.01,EUR,OUT,2024-08-27 17:01:15.777717 UTC,2024-08-27 16:35:47.532851 UTC
97121fd6-66d8-4cf4-b23f-9b96d37e47e0,63e9fc0c-49e1-4af4-a981-03da1d7ecbdf,b649838e-b6fa-47ea-a752-c2e553a033b8,COMPLETED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,2000,EUR,OUT,2024-08-27 16:14:01.243025 UTC,2024-08-27 16:13:01.772508 UTC
7d56bcd0-7995-49cb-a783-fff17addc023,88b75c53-d88c-4c18-9688-0e4eef37b7f7,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,600,EUR,OUT,2024-08-27 14:58:39.769404 UTC,2024-08-27 14:53:17.365545 UTC
621035c8-2a3b-4f75-b602-16728cb1f250,c647e722-9f2b-4e1e-b3d3-e59f9579f685,95e6d74f-850d-468d-adeb-65a3e6f95160,COMPLETED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,480,EUR,OUT,2024-08-26 13:38:09.241434 UTC,2024-08-26 13:34:24.710006 UTC
689d5b86-2a0e-4681-9aad-4e954e837f95,614e2e30-425d-4044-bdc0-520b97cd4e20,95e6d74f-850d-468d-adeb-65a3e6f95160,COMPLETED,CRYPTO_ON_RAMP,740898cf-e9d6-4ff0-ade8-5fe8cdd092c8,1355,EUR,OUT,2024-08-27 12:22:26.742674 UTC,2024-08-27 12:21:15.141617 UTC
08ea90af-58ea-4e85-a7e2-6e8bef0ecba4,48c6f5f8-d8e4-4edf-af17-3937e75463ca,bc5acc32-c81a-4649-bdad-46e48f8c23ef,PENDING,CARDS,8c6dc9fc-af02-4754-a312-25d7d05c091b,2,EUR,OUT,,2024-08-26 13:29:54.514952 UTC
08ea90af-58ea-4e85-a7e2-6e8bef0ecba4,48c6f5f8-d8e4-4edf-af17-3937e75463ca,bc5acc32-c81a-4649-bdad-46e48f8c23ef,COMPLETED,CARDS,8c6dc9fc-af02-4754-a312-25d7d05c091b,2,EUR,OUT,2024-08-27 06:44:11.885556 UTC,2024-08-26 13:29:54.514952 UTC
cbe95973-746d-4c11-a06c-55897403caa9,42777a04-2f65-4141-ba12-416ef294795f,1d8e28cc-d2d3-459c-9867-3a66684c2fe9,COMPLETED,CARDS,8c6dc9fc-af02-4754-a312-25d7d05c091b,3.9,EUR,OUT,2024-08-27 06:45:04.885937 UTC,2024-08-26 10:33:50.629801 UTC
a17ee58e-8acd-4b28-a3c5-c7c5e9d6bced,a7eb1004-38cd-4448-8d05-9f4b784d6e9f,93327116-8538-4c32-81e7-8efdd59b2a08,COMPLETED,BANK_TRANSFER,bd76ea84-00ec-4bf1-844c-855b39cc8a53,100,EUR,OUT,2024-08-06 20:57:09.945703 UTC,2024-08-06 20:57:00.03937 UTC
9a2e0747-5a20-4388-abb1-2e09fefbb1ae,9c1a9025-c239-4e30-9b0d-b441ed4f93e8,f4e8220f-2935-4703-9fbd-4fd7ecbffecb,DECLINED,CARDS,d4eb5429-7628-42ec-a838-2af8bd189eaa,9.94,EUR,OUT,2024-08-27 07:28:27.50361 UTC,2024-08-27 07:28:27.50361 UTC
d4ea085b-8873-4535-8078-707615ff87a7,98138f5a-29bf-4589-9061-eb42f2f14b3a,d43eb4ce-1533-426f-852c-df0f43958922,PENDING,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,2,EUR,OUT,,2024-08-27 10:22:41.890791 UTC
d11f2e73-01ba-496a-aece-bc22e38e2edc,50f106c0-5270-4197-879e-0912354398f3,d43eb4ce-1533-426f-852c-df0f43958922,COMPLETED,CARDS,e2b1df1c-c8d9-47f5-9937-2c40bf0bc514,50,EUR,OUT,2024-08-27 06:47:02.061751 UTC,2024-08-26 10:45:27.111011 UTC
1093ff7e-2ce0-445b-b5f1-03ec2bc31eaa,11104a51-a8f4-4451-8603-c171a76e7c4c,b2b017d0-0000-4b4a-abba-20d4c2944f30,FAILED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,500,EUR,OUT,2024-08-27 01:15:04.975811 UTC,2024-08-27 01:15:01.720363 UTC
d75476f8-600f-4795-9501-e2dd35ddf44c,e5196045-8a28-40da-a326-61486b885e62,b2b017d0-0000-4b4a-abba-20d4c2944f30,FAILED,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,500,EUR,OUT,2024-08-27 12:15:02.454111 UTC,2024-08-27 12:15:02.228588 UTC
c80b2b86-0b53-4604-afab-cdb781a48994,f70a76ff-4bb7-4e3c-ae06-008295eebaf5,e1566ec7-8747-4bcd-aa55-3b8d9cdfb94d,PENDING,BANK_TRANSFER,e464e1e2-40ca-416d-a541-ba0865e252f9,5500,EUR,OUT,,2024-08-27 08:50:09.053645 UTC
1d27cb25-689e-47dc-b1e8-4474fcb08a13,1a1183b8-60c4-4569-a64e-58b5215e3f04,a002a13a-dcdc-4de5-8eb5-1bdf2f2e2475,COMPLETED,CARDS,e464e1e2-40ca-416d-a541-ba0865e252f9,1,EUR,OUT,2024-08-27 06:05:59.000261 UTC,2024-08-26 09:23:41.542738 UTC
